EntryNo,Date,Territory_key,Account_key,Details,Debit,Credit
876.1,"Saturday, 11 May 2019",1,10,Payment - Credit Expenses,0,5045
889.1,"Saturday, 18 May 2019",1,10,Payment - Credit Expenses,0,4795
891.1,"Monday, 20 May 2019",1,10,Payment - Credit Expenses,0,3724
894.1,"Saturday, 25 May 2019",1,10,Payment - Credit Expenses,0,5537
899.1,"Tuesday, 28 May 2019",1,10,Payment - Credit Expenses,0,4459
901.1,"Wednesday, 29 May 2019",1,10,Payment - Credit Expenses,0,4806
912.1,"Saturday, 1 June 2019",1,10,Payment - Credit Expenses,0,3673
922.1,"Wednesday, 5 June 2019",1,10,Payment - Credit Expenses,0,4688
923.1,"Wednesday, 5 June 2019",1,10,Payment - Credit Expenses,0,5509
931.1,"Friday, 14 June 2019",1,10,Payment - Credit Expenses,0,5072
936.1,"Saturday, 15 June 2019",1,10,Payment - Credit Expenses,0,4078
943.1,"Saturday, 22 June 2019",1,10,Payment - Credit Expenses,0,5378
951.1,"Wednesday, 26 June 2019",1,10,Payment - Credit Expenses,0,4697
964.1,"Monday, 1 July 2019",1,10,Payment - Credit Expenses,0,4330
971.1,"Wednesday, 3 July 2019",1,10,Payment - Credit Expenses,0,4372
978.1,"Tuesday, 9 July 2019",1,10,Payment - Credit Expenses,0,4363
982.1,"Wednesday, 10 July 2019",1,10,Payment - Credit Expenses,0,4687
987.1,"Sunday, 14 July 2019",1,10,Payment - Credit Expenses,0,4520
990.1,"Tuesday, 16 July 2019",1,10,Payment - Credit Expenses,0,5420
991.1,"Wednesday, 17 July 2019",1,10,Payment - Credit Expenses,0,4585
1002.1,"Tuesday, 23 July 2019",1,10,Payment - Credit Expenses,0,3500
1003.1,"Tuesday, 23 July 2019",1,10,Payment - Credit Expenses,0,4862
1011.1,"Monday, 29 July 2019",1,10,Payment - Credit Expenses,0,4375
1028.1,"Saturday, 3 August 2019",1,10,Payment - Credit Expenses,0,3568
1035.1,"Wednesday, 7 August 2019",1,10,Payment - Credit Expenses,0,5429
1036.1,"Thursday, 8 August 2019",1,10,Payment - Credit Expenses,0,5530
1038.1,"Friday, 9 August 2019",1,10,Payment - Credit Expenses,0,5577
1040.1,"Saturday, 10 August 2019",1,10,Payment - Credit Expenses,0,4867
1046.1,"Monday, 12 August 2019",1,10,Payment - Credit Expenses,0,3757
1062.1,"Saturday, 24 August 2019",1,10,Payment - Credit Expenses,0,5439
1066.1,"Tuesday, 27 August 2019",1,10,Payment - Credit Expenses,0,5247
1071.1,"Thursday, 29 August 2019",1,10,Payment - Credit Expenses,0,5245
1073.1,"Friday, 30 August 2019",1,10,Payment - Credit Expenses,0,4697
1074.1,"Friday, 30 August 2019",1,10,Payment - Credit Expenses,0,5236
1083.1,"Sunday, 1 September 2019",1,10,Payment - Credit Expenses,0,3631
1094.1,"Tuesday, 10 September 2019",1,10,Payment - Credit Expenses,0,4337
1102.1,"Friday, 13 September 2019",1,10,Payment - Credit Expenses,0,5248
1111.1,"Monday, 16 September 2019",1,10,Payment - Credit Expenses,0,3824
1119.1,"Sunday, 22 September 2019",1,10,Payment - Credit Expenses,0,4380
1121.1,"Wednesday, 25 September 2019",1,10,Payment - Credit Expenses,0,4954
1122.1,"Wednesday, 25 September 2019",1,10,Payment - Credit Expenses,0,5423
1141.1,"Tuesday, 1 October 2019",1,10,Payment - Credit Expenses,0,4029
1142.1,"Tuesday, 1 October 2019",1,10,Payment - Credit Expenses,0,4044
1144.1,"Wednesday, 2 October 2019",1,10,Payment - Credit Expenses,0,4809
1153.1,"Thursday, 10 October 2019",1,10,Payment - Credit Expenses,0,4872
1166.1,"Tuesday, 15 October 2019",1,10,Payment - Credit Expenses,0,3875
1167.1,"Tuesday, 15 October 2019",1,10,Payment - Credit Expenses,0,3946
1171.1,"Thursday, 17 October 2019",1,10,Payment - Credit Expenses,0,5324
1180.1,"Thursday, 24 October 2019",1,10,Payment - Credit Expenses,0,4543
1186.1,"Sunday, 27 October 2019",1,10,Payment - Credit Expenses,0,3612
1187.1,"Sunday, 27 October 2019",1,10,Payment - Credit Expenses,0,4305
1208.1,"Tuesday, 5 November 2019",1,10,Payment - Credit Expenses,0,4358
1212.1,"Thursday, 7 November 2019",1,10,Payment - Credit Expenses,0,4772
1215.1,"Friday, 8 November 2019",1,10,Payment - Credit Expenses,0,4643
1223.1,"Tuesday, 12 November 2019",1,10,Payment - Credit Expenses,0,3752
1224.1,"Tuesday, 12 November 2019",1,10,Payment - Credit Expenses,0,4097
1225.1,"Wednesday, 13 November 2019",1,10,Payment - Credit Expenses,0,4254
1238.1,"Thursday, 21 November 2019",1,10,Payment - Credit Expenses,0,4433
1245.1,"Sunday, 24 November 2019",1,10,Payment - Credit Expenses,0,5388
1246.1,"Monday, 25 November 2019",1,10,Payment - Credit Expenses,0,3617
1247.1,"Monday, 25 November 2019",1,10,Payment - Credit Expenses,0,4041
1264.1,"Monday, 2 December 2019",1,10,Payment - Credit Expenses,0,5304
1265.1,"Tuesday, 3 December 2019",1,10,Payment - Credit Expenses,0,4331
1269.1,"Friday, 6 December 2019",1,10,Payment - Credit Expenses,0,4807
1277.1,"Tuesday, 10 December 2019",1,10,Payment - Credit Expenses,0,4541
1278.1,"Wednesday, 11 December 2019",1,10,Payment - Credit Expenses,0,4522
1281.1,"Saturday, 14 December 2019",1,10,Payment - Credit Expenses,0,5156
1293.1,"Saturday, 21 December 2019",1,10,Payment - Credit Expenses,0,3507
1299.1,"Wednesday, 25 December 2019",1,10,Payment - Credit Expenses,0,4219
1303.1,"Saturday, 28 December 2019",1,10,Payment - Credit Expenses,0,4589
1329.1,"Thursday, 2 January 2020",1,10,Payment - Credit Expenses,0,5579
1332.1,"Saturday, 4 January 2020",1,10,Payment - Credit Expenses,0,3602
1335.1,"Sunday, 5 January 2020",1,10,Payment - Credit Expenses,0,5352
1345.1,"Tuesday, 14 January 2020",1,10,Payment - Credit Expenses,0,3530
1346.1,"Tuesday, 14 January 2020",1,10,Payment - Credit Expenses,0,4149
1356.1,"Wednesday, 22 January 2020",1,10,Payment - Credit Expenses,0,6955
1369.1,"Thursday, 30 January 2020",1,10,Payment - Credit Expenses,0,8215
1386.1,"Friday, 7 February 2020",1,10,Payment - Credit Expenses,0,6937
1387.1,"Friday, 7 February 2020",1,10,Payment - Credit Expenses,0,8715
1390.1,"Wednesday, 12 February 2020",1,10,Payment - Credit Expenses,0,6101
1393.1,"Friday, 14 February 2020",1,10,Payment - Credit Expenses,0,8483
1397.1,"Sunday, 16 February 2020",1,10,Payment - Credit Expenses,0,6408
1406.1,"Thursday, 20 February 2020",1,10,Payment - Credit Expenses,0,7663
1411.1,"Wednesday, 26 February 2020",1,10,Payment - Credit Expenses,0,6960
1429.1,"Tuesday, 3 March 2020",1,10,Payment - Credit Expenses,0,6417
1434.1,"Saturday, 7 March 2020",1,10,Payment - Credit Expenses,0,6301
1435.1,"Saturday, 7 March 2020",1,10,Payment - Credit Expenses,0,6618
1436.1,"Sunday, 8 March 2020",1,10,Payment - Credit Expenses,0,6144
1441.1,"Wednesday, 11 March 2020",1,10,Payment - Credit Expenses,0,6586
1450.1,"Monday, 16 March 2020",1,10,Payment - Credit Expenses,0,7559
1452.1,"Tuesday, 17 March 2020",1,10,Payment - Credit Expenses,0,7341
1456.1,"Saturday, 21 March 2020",1,10,Payment - Credit Expenses,0,6077
1477.1,"Wednesday, 1 April 2020",1,10,Payment - Credit Expenses,0,7326
1479.1,"Friday, 3 April 2020",1,10,Payment - Credit Expenses,0,6266
1485.1,"Sunday, 5 April 2020",1,10,Payment - Credit Expenses,0,8151
1486.1,"Tuesday, 7 April 2020",1,10,Payment - Credit Expenses,0,7858
1488.1,"Wednesday, 8 April 2020",1,10,Payment - Credit Expenses,0,6382
1500.1,"Thursday, 16 April 2020",1,10,Payment - Credit Expenses,0,6879
1507.1,"Tuesday, 21 April 2020",1,10,Payment - Credit Expenses,0,6638
1508.1,"Tuesday, 21 April 2020",1,10,Payment - Credit Expenses,0,8352
1511.1,"Thursday, 23 April 2020",1,10,Payment - Credit Expenses,0,8117
1519.1,"Tuesday, 28 April 2020",1,10,Payment - Credit Expenses,0,5825
1525.1,"Wednesday, 29 April 2020",1,10,Payment - Credit Expenses,0,7515
1532.1,"Sunday, 3 May 2020",1,10,Payment - Credit Expenses,0,6530
1533.1,"Sunday, 3 May 2020",1,10,Payment - Credit Expenses,0,8149
1542.1,"Tuesday, 5 May 2020",1,10,Payment - Credit Expenses,0,8709
1544.1,"Sunday, 10 May 2020",1,10,Payment - Credit Expenses,0,8375
1557.1,"Sunday, 17 May 2020",1,10,Payment - Credit Expenses,0,7960
1559.1,"Tuesday, 19 May 2020",1,10,Payment - Credit Expenses,0,6182
1562.1,"Sunday, 24 May 2020",1,10,Payment - Credit Expenses,0,9191
1567.1,"Wednesday, 27 May 2020",1,10,Payment - Credit Expenses,0,7402
1569.1,"Thursday, 28 May 2020",1,10,Payment - Credit Expenses,0,7977
1580.1,"Sunday, 31 May 2020",1,10,Payment - Credit Expenses,0,6098
1590.1,"Thursday, 4 June 2020",1,10,Payment - Credit Expenses,0,7782
1591.1,"Thursday, 4 June 2020",1,10,Payment - Credit Expenses,0,9145
1599.1,"Saturday, 13 June 2020",1,10,Payment - Credit Expenses,0,8419
1604.1,"Sunday, 14 June 2020",1,10,Payment - Credit Expenses,0,6769
1611.1,"Sunday, 21 June 2020",1,10,Payment - Credit Expenses,0,8927
1619.1,"Thursday, 25 June 2020",1,10,Payment - Credit Expenses,0,7797
1631.1,"Tuesday, 30 June 2020",1,10,Payment - Credit Expenses,0,7187
1639.1,"Thursday, 2 July 2020",1,10,Payment - Credit Expenses,0,7257
1646.1,"Wednesday, 8 July 2020",1,10,Payment - Credit Expenses,0,7242
1650.1,"Thursday, 9 July 2020",1,10,Payment - Credit Expenses,0,7780
1655.1,"Monday, 13 July 2020",1,10,Payment - Credit Expenses,0,7504
1658.1,"Wednesday, 15 July 2020",1,10,Payment - Credit Expenses,0,8997
1659.1,"Thursday, 16 July 2020",1,10,Payment - Credit Expenses,0,7611
1670.1,"Wednesday, 22 July 2020",1,10,Payment - Credit Expenses,0,5810
1671.1,"Wednesday, 22 July 2020",1,10,Payment - Credit Expenses,0,8070
1679.1,"Tuesday, 28 July 2020",1,10,Payment - Credit Expenses,0,7263
1696.1,"Sunday, 2 August 2020",1,10,Payment - Credit Expenses,0,5923
1703.1,"Thursday, 6 August 2020",1,10,Payment - Credit Expenses,0,9011
1704.1,"Friday, 7 August 2020",1,10,Payment - Credit Expenses,0,9180
1706.1,"Saturday, 8 August 2020",1,10,Payment - Credit Expenses,0,9258
1708.1,"Sunday, 9 August 2020",1,10,Payment - Credit Expenses,0,8079
1714.1,"Tuesday, 11 August 2020",1,10,Payment - Credit Expenses,0,6237
1731.1,"Sunday, 23 August 2020",1,10,Payment - Credit Expenses,0,9029
1734.1,"Wednesday, 26 August 2020",1,10,Payment - Credit Expenses,0,8709
1739.1,"Friday, 28 August 2020",1,10,Payment - Credit Expenses,0,8706
1741.1,"Saturday, 29 August 2020",1,10,Payment - Credit Expenses,0,7797
1742.1,"Saturday, 29 August 2020",1,10,Payment - Credit Expenses,0,8692
1751.1,"Monday, 31 August 2020",1,10,Payment - Credit Expenses,0,6028
1762.1,"Wednesday, 9 September 2020",1,10,Payment - Credit Expenses,0,7199
1771.1,"Saturday, 12 September 2020",1,10,Payment - Credit Expenses,0,8712
1779.1,"Tuesday, 15 September 2020",1,10,Payment - Credit Expenses,0,6347
1787.1,"Monday, 21 September 2020",1,10,Payment - Credit Expenses,0,7271
1789.1,"Thursday, 24 September 2020",1,10,Payment - Credit Expenses,0,8224
1790.1,"Thursday, 24 September 2020",1,10,Payment - Credit Expenses,0,9003
1809.1,"Wednesday, 30 September 2020",1,10,Payment - Credit Expenses,0,6687
1810.1,"Wednesday, 30 September 2020",1,10,Payment - Credit Expenses,0,6713
1812.1,"Thursday, 1 October 2020",1,10,Payment - Credit Expenses,0,7983
1821.1,"Friday, 9 October 2020",1,10,Payment - Credit Expenses,0,8088
1834.1,"Wednesday, 14 October 2020",1,10,Payment - Credit Expenses,0,6432
1835.1,"Wednesday, 14 October 2020",1,10,Payment - Credit Expenses,0,6551
1839.1,"Friday, 16 October 2020",1,10,Payment - Credit Expenses,0,8837
1848.1,"Friday, 23 October 2020",1,10,Payment - Credit Expenses,0,7541
1854.1,"Monday, 26 October 2020",1,10,Payment - Credit Expenses,0,5996
1855.1,"Monday, 26 October 2020",1,10,Payment - Credit Expenses,0,7146
1876.1,"Wednesday, 4 November 2020",1,10,Payment - Credit Expenses,0,7233
1880.1,"Friday, 6 November 2020",1,10,Payment - Credit Expenses,0,7922
1883.1,"Saturday, 7 November 2020",1,10,Payment - Credit Expenses,0,7707
1891.1,"Wednesday, 11 November 2020",1,10,Payment - Credit Expenses,0,6228
1892.1,"Wednesday, 11 November 2020",1,10,Payment - Credit Expenses,0,6801
1893.1,"Thursday, 12 November 2020",1,10,Payment - Credit Expenses,0,7062
1906.1,"Friday, 20 November 2020",1,10,Payment - Credit Expenses,0,7358
1913.1,"Monday, 23 November 2020",1,10,Payment - Credit Expenses,0,8944
1914.1,"Tuesday, 24 November 2020",1,10,Payment - Credit Expenses,0,6005
1915.1,"Tuesday, 24 November 2020",1,10,Payment - Credit Expenses,0,6708
1932.1,"Tuesday, 1 December 2020",1,10,Payment - Credit Expenses,0,8805
1933.1,"Wednesday, 2 December 2020",1,10,Payment - Credit Expenses,0,7190
1937.1,"Saturday, 5 December 2020",1,10,Payment - Credit Expenses,0,7980
1945.1,"Wednesday, 9 December 2020",1,10,Payment - Credit Expenses,0,7538
1946.1,"Thursday, 10 December 2020",1,10,Payment - Credit Expenses,0,7507
1949.1,"Sunday, 13 December 2020",1,10,Payment - Credit Expenses,0,8558
1961.1,"Sunday, 20 December 2020",1,10,Payment - Credit Expenses,0,5822
1967.1,"Thursday, 24 December 2020",1,10,Payment - Credit Expenses,0,7004
1971.1,"Sunday, 27 December 2020",1,10,Payment - Credit Expenses,0,7617
29.1,"Monday, 22 January 2018",2,10,Payment - Credit Expenses,0,798
42.1,"Tuesday, 30 January 2018",2,10,Payment - Credit Expenses,0,943
59.1,"Wednesday, 7 February 2018",2,10,Payment - Credit Expenses,0,796
60.1,"Wednesday, 7 February 2018",2,10,Payment - Credit Expenses,0,1000
63.1,"Monday, 12 February 2018",2,10,Payment - Credit Expenses,0,700
66.1,"Wednesday, 14 February 2018",2,10,Payment - Credit Expenses,0,973
70.1,"Friday, 16 February 2018",2,10,Payment - Credit Expenses,0,735
78.1,"Tuesday, 20 February 2018",2,10,Payment - Credit Expenses,0,879
84.1,"Monday, 26 February 2018",2,10,Payment - Credit Expenses,0,799
102.1,"Sunday, 4 March 2018",2,10,Payment - Credit Expenses,0,736
107.1,"Thursday, 8 March 2018",2,10,Payment - Credit Expenses,0,723
108.1,"Thursday, 8 March 2018",2,10,Payment - Credit Expenses,0,759
109.1,"Friday, 9 March 2018",2,10,Payment - Credit Expenses,0,705
114.1,"Monday, 12 March 2018",2,10,Payment - Credit Expenses,0,756
123.1,"Saturday, 17 March 2018",2,10,Payment - Credit Expenses,0,867
125.1,"Sunday, 18 March 2018",2,10,Payment - Credit Expenses,0,842
129.1,"Thursday, 22 March 2018",2,10,Payment - Credit Expenses,0,697
150.1,"Monday, 2 April 2018",2,10,Payment - Credit Expenses,0,841
152.1,"Wednesday, 4 April 2018",2,10,Payment - Credit Expenses,0,719
158.1,"Friday, 6 April 2018",2,10,Payment - Credit Expenses,0,935
159.1,"Sunday, 8 April 2018",2,10,Payment - Credit Expenses,0,902
161.1,"Monday, 9 April 2018",2,10,Payment - Credit Expenses,0,732
173.1,"Tuesday, 17 April 2018",2,10,Payment - Credit Expenses,0,789
178.1,"Sunday, 22 April 2018",2,10,Payment - Credit Expenses,0,762
180.1,"Sunday, 22 April 2018",2,10,Payment - Credit Expenses,0,958
184.1,"Tuesday, 24 April 2018",2,10,Payment - Credit Expenses,0,931
192.1,"Sunday, 29 April 2018",2,10,Payment - Credit Expenses,0,668
198.1,"Monday, 30 April 2018",2,10,Payment - Credit Expenses,0,862
205.1,"Friday, 4 May 2018",2,10,Payment - Credit Expenses,0,749
206.1,"Friday, 4 May 2018",2,10,Payment - Credit Expenses,0,935
215.1,"Sunday, 6 May 2018",2,10,Payment - Credit Expenses,0,999
217.1,"Friday, 11 May 2018",2,10,Payment - Credit Expenses,0,961
230.1,"Friday, 18 May 2018",2,10,Payment - Credit Expenses,0,913
232.1,"Sunday, 20 May 2018",2,10,Payment - Credit Expenses,0,709
235.1,"Friday, 25 May 2018",2,10,Payment - Credit Expenses,0,1055
240.1,"Monday, 28 May 2018",2,10,Payment - Credit Expenses,0,849
242.1,"Tuesday, 29 May 2018",2,10,Payment - Credit Expenses,0,915
253.1,"Friday, 1 June 2018",2,10,Payment - Credit Expenses,0,700
263.1,"Tuesday, 5 June 2018",2,10,Payment - Credit Expenses,0,893
264.1,"Tuesday, 5 June 2018",2,10,Payment - Credit Expenses,0,1049
